Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A1245,Data Analytics Course,111.0,5847.0,196.71,21.0,9.0,0.081,1445.0,2024-11-30,Hyderabad,Mobile,online data analytic
A1247,Data Analytics Corse,179.0,3185.0,236.74,29.0,5.0,0.027932960893854747,1156.0,,Hyderabad,Desktop,data analytics course
A1248,Data Analytics Course,166.0,5592.0,183.03,22.0,4.0,0.024,1636.0,2024-11-22,Hyderabad,Tablet,online data analytic
A1249,Data Analytics Course,90.0,5062.0,191.4,23.0,6.0,0.06666666666666667,1775.0,,Hyderabad,Tablet,data analytics course
A1250,Data Analytics Course,106.0,5830.0,241.9,29.0,10.0,0.035,1897.0,,Hyderabad,Desktop,data anaytics training
A1251,Data Analytics Corse,,4629.0,236.96,10.0,6.0,,1183.0,,Hyderabad,Desktop,data anaytics training
A1252,Data Analytics Course,158.0,4780.0,247.2,23.0,9.0,0.056962025316455694,1005.0,2024-11-24,Hyderabad,Desktop,learn data analytics
A1253,Data Analytics Corse,187.0,3800.0,241.0,16.0,8.0,0.043,1842.0,,Hyderabad,Mobile,analytics for data
A1254,Data Analytics Course,95.0,4096.0,242.69,26.0,9.0,0.095,1550.0,,Hyderabad,Tablet,online data analytic
A1255,Data Analytics Course,118.0,3562.0,231.5,12.0,3.0,0.025,1856.0,,Hyderabad,Desktop,data analytics course
A1257,Data Analytics Course,146.0,5411.0,201.76,28.0,7.0,0.048,1393.0,,Hyderabad,Desktop,data analitics online
A1258,Data Analytics Course,101.0,4026.0,219.68,22.0,9.0,0.089,1149.0,,Hyderabad,Desktop,analytics for data
A1259,Data Analytics Course,185.0,3716.0,218.23,27.0,7.0,0.056,1015.0,,Hyderabad,Desktop,online data analytic
A1260,Data Analytics Course,147.0,5162.0,186.79,30.0,7.0,0.048,1733.0,,Hyderabad,Desktop,analytics for data
A1261,Data Analytics Course,188.0,3859.0,211.83,30.0,9.0,0.048,1719.0,2024-11-28,Hyderabad,Mobile,online data analytic
A1262,Data Analytics Course,122.0,3350.0,225.89,28.0,3.0,0.02459016393442623,1509.0,,Hyderabad,Desktop,data analitics online
A1264,Data Analytics Corse,170.0,3124.0,234.92,17.0,3.0,0.018,1232.0,,Hyderabad,Desktop,data anaytics training
A1265,Data Analytics Corse,114.0,5017.0,242.62,11.0,6.0,0.053,1303.0,,Hyderabad,Mobile,data analitics online
A1266,Data Analytics Corse,186.0,3424.0,201.81,27.0,3.0,0.016,1337.0,2024-11-26,Hyderabad,Desktop,data anaytics training
A1267,Data Analytics Course,120.0,4060.0,210.95,24.0,9.0,0.075,1376.0,2024-11-05,Hyderabad,Tablet,data analitics online
A1268,Data Analytics Course,130.0,5688.0,212.05,21.0,5.0,0.038,1454.0,,Hyderabad,Desktop,learn data analytics
A1269,Data Analytics Corse,178.0,5029.0,189.79,25.0,8.0,0.045,1510.0,,Hyderabad,Desktop,data anaytics training
A1270,Data Analytics Course,196.0,5476.0,204.63,19.0,4.0,0.02,1288.0,,Hyderabad,Desktop,data anaytics training
A1271,Data Analytics Course,110.0,5000.0,197.89,18.0,3.0,0.027,1110.0,,Hyderabad,Desktop,online data analytic
A1272,Data Analytics Course,95.0,4141.0,207.14,22.0,3.0,0.054,1929.0,2024-11-11,Hyderabad,Tablet,learn data analytics
A1273,Data Analytics Course,183.0,4791.0,232.97,27.0,5.0,0.0273224043715847,1476.0,2024-11-21,Hyderabad,Desktop,data analitics online
A1274,Data Analytics Course,100.0,4168.0,193.6,30.0,3.0,0.03,1692.0,,Hyderabad,Desktop,online data analytic
A1275,Data Analytics Course,187.0,3741.0,226.11,27.0,10.0,0.053,1342.0,,Hyderabad,Tablet,learn data analytics
A1276,Data Analytics Course,90.0,3577.0,233.54,24.0,5.0,0.052,1175.0,2024-11-14,Hyderabad,Tablet,analytics for data
A1278,Data Analytics Course,129.0,3611.0,227.82,11.0,7.0,0.054,1250.0,2024-11-22,Hyderabad,Tablet,data anaytics training
A1279,Data Analytics Course,120.0,3947.0,193.49,15.0,6.0,0.05,1305.0,,Hyderabad,Mobile,data anaytics training
A1280,Data Analytics Course,82.0,4239.0,191.75,23.0,8.0,0.0975609756097561,1062.0,2024-11-22,Hyderabad,Mobile,learn data analytics
A1281,Data Analytics Corse,145.0,5973.0,242.16,12.0,7.0,0.048,1508.0,2024-11-14,Hyderabad,Tablet,online data analytic
A1282,Data Analytics Corse,190.0,4525.0,188.85,10.0,5.0,0.026,1875.0,,Hyderabad,Tablet,data anaytics training
A1283,Data Analytics Course,137.0,4395.0,241.58,24.0,4.0,0.043,1512.0,2024-11-06,Hyderabad,Desktop,online data analytic
A1284,Data Analytics Corse,157.0,3047.0,222.66,19.0,3.0,0.019,1964.0,,Hyderabad,Mobile,data analitics online
A1285,Data Analytics Course,105.0,5348.0,226.1,27.0,5.0,0.048,1003.0,,Hyderabad,Tablet,learn data analytics
A1286,Data Analytics Corse,149.0,3101.0,231.44,15.0,9.0,0.06,1126.0,2024-11-06,Hyderabad,Tablet,data anaytics training
A1287,Data Analytics Corse,159.0,3693.0,187.09,24.0,6.0,0.038,1256.0,,Hyderabad,Desktop,learn data analytics
A1289,Data Analytics Course,,5277.0,227.46,10.0,5.0,,1541.0,,Hyderabad,Tablet,data analitics online
A1290,Data Analytics Course,98.0,4653.0,205.84,29.0,5.0,0.051,1866.0,,Hyderabad,Mobile,data analitics online
A1291,Data Analytics Corse,86.0,3513.0,211.16,22.0,7.0,0.08139534883720931,1917.0,,Hyderabad,Desktop,data analytics course
A1292,Data Analytics Corse,128.0,5772.0,235.54,20.0,10.0,0.078,1215.0,,Hyderabad,Desktop,data anaytics training
A1293,Data Analytics Course,105.0,5840.0,236.56,22.0,8.0,0.047,1811.0,,Hyderabad,Tablet,data analytics course
A1294,Data Analytics Course,90.0,,249.0,21.0,10.0,0.1111111111111111,1245.0,,Hyderabad,Mobile,data analytics course
A1295,Data Analytics Corse,89.0,5158.0,211.76,20.0,5.0,0.056,1119.0,,Hyderabad,Desktop,online data analytic
A1296,Data Analytics Course,119.0,3489.0,194.36,14.0,3.0,0.055,1633.0,,Hyderabad,Mobile,data analytics course
A1297,Data Analytics Course,173.0,3977.0,229.82,30.0,5.0,0.037,1584.0,2024-11-22,Hyderabad,Desktop,learn data analytics
A1298,Data Analytics Corse,95.0,3397.0,181.89,,7.0,0.074,1560.0,,Hyderabad,Tablet,data analytics course
A1299,Data Analytics Corse,112.0,5194.0,245.97,10.0,5.0,0.045,1016.0,,Hyderabad,Tablet,data anaytics training
A1300,Data Analytics Course,134.0,3007.0,217.53,10.0,5.0,0.037,1371.0,,Hyderabad,Mobile,data anaytics training
A1301,Data Analytics Course,113.0,5721.0,216.7,11.0,6.0,0.053,1743.0,2024-11-17,Hyderabad,Desktop,data anaytics training
A1302,Data Analytics Course,157.0,3546.0,189.11,16.0,5.0,0.032,1333.0,,Hyderabad,Mobile,data analitics online
A1303,Data Analytics Course,105.0,3670.0,245.85,24.0,9.0,0.08571428571428572,1653.0,,Hyderabad,Tablet,data analytics course
A1305,Data Analytics Course,,4450.0,219.21,16.0,10.0,0.056,1917.0,2024-11-10,Hyderabad,Mobile,learn data analytics
A1306,Data Analytics Course,136.0,5782.0,189.65,23.0,6.0,0.044,1951.0,2024-11-11,Hyderabad,Tablet,data anaytics training
A1307,Data Analytics Course,192.0,4339.0,245.57,24.0,8.0,0.047,1284.0,2024-11-18,Hyderabad,Mobile,learn data analytics
A1309,Data Analytics Course,164.0,5662.0,186.41,11.0,9.0,0.055,1020.0,,Hyderabad,Tablet,data analytics course
A1310,Data Analytics Course,192.0,5130.0,184.63,19.0,4.0,0.020833333333333332,1087.0,2024-11-07,Hyderabad,Desktop,data analytics course
A1311,Data Analytics Course,139.0,4608.0,224.99,12.0,8.0,0.05755395683453238,1095.0,,Hyderabad,Desktop,data anaytics training
A1312,Data Analytics Corse,199.0,5290.0,218.55,20.0,7.0,0.035,1234.0,2024-11-30,Hyderabad,Tablet,learn data analytics
A1313,Data Analytics Course,82.0,4961.0,220.29,27.0,7.0,0.059,1149.0,,Hyderabad,Tablet,data analytics course
A1314,Data Analytics Corse,175.0,4347.0,242.06,17.0,3.0,0.017,1617.0,,Hyderabad,Desktop,data anaytics training
A1315,Data Analytics Course,181.0,5664.0,204.74,22.0,5.0,0.028,1719.0,,Hyderabad,Desktop,data analytics course
A1316,Data Analytics Course,146.0,3757.0,192.59,25.0,9.0,0.06164383561643835,1169.0,2024-11-09,Hyderabad,Desktop,online data analytic
A1317,Data Analytics Course,192.0,4225.0,242.0,24.0,6.0,0.031,1032.0,2024-11-01,Hyderabad,Mobile,data analitics online
A1318,Data Analytics Course,149.0,3410.0,181.12,20.0,4.0,0.033,1806.0,2024-11-17,Hyderabad,Desktop,learn data analytics
A1319,Data Analytics Course,93.0,3934.0,226.84,20.0,6.0,0.065,1964.0,,Hyderabad,Mobile,data analitics online
A1320,Data Analytics Course,182.0,3384.0,187.67,18.0,8.0,0.044,1769.0,,Hyderabad,Desktop,analytics for data
A1321,Data Analytics Course,99.0,3842.0,246.3,23.0,8.0,0.081,1452.0,,Hyderabad,Tablet,online data analytic
A1323,Data Analytics Corse,193.0,5786.0,201.51,16.0,10.0,0.052,1617.0,,Hyderabad,Tablet,data anaytics training
A1324,Data Analytics Course,107.0,4423.0,239.47,25.0,9.0,0.084,1370.0,,Hyderabad,Desktop,analytics for data
A1325,Data Analytics Course,131.0,4228.0,230.18,16.0,9.0,0.069,1393.0,2024-11-07,Hyderabad,Desktop,data anaytics training
A1326,Data Analytics Corse,139.0,5120.0,199.3,24.0,5.0,0.036,1835.0,2024-11-23,Hyderabad,Mobile,data analytics course
A1327,Data Analytics Course,141.0,3600.0,227.54,20.0,6.0,0.043,1367.0,2024-11-07,Hyderabad,Desktop,learn data analytics
A1329,Data Analytics Corse,96.0,5771.0,213.98,30.0,3.0,0.031,1130.0,,Hyderabad,Mobile,analytics for data
A1330,Data Analytics Course,,4615.0,194.89,12.0,6.0,,1923.0,,Hyderabad,Tablet,data anaytics training
A1331,Data Analytics Corse,187.0,3115.0,184.61,12.0,3.0,0.016,1324.0,2024-11-30,Hyderabad,Mobile,learn data analytics
A1332,Data Analytics Course,153.0,5886.0,218.33,29.0,3.0,0.02,1424.0,2024-11-20,Hyderabad,Mobile,analytics for data
A1334,Data Analytics Corse,151.0,4357.0,238.69,28.0,9.0,0.06,1447.0,,Hyderabad,Tablet,analytics for data
A1335,Data Analytics Course,116.0,4519.0,184.29,23.0,7.0,0.0603448275862069,1070.0,2024-11-12,Hyderabad,Desktop,data anaytics training
A1336,Data Analytics Course,145.0,5612.0,207.34,22.0,4.0,0.028,1689.0,,Hyderabad,Desktop,learn data analytics
A1337,Data Analytics Corse,90.0,3251.0,198.69,12.0,7.0,0.078,1044.0,,Hyderabad,Mobile,learn data analytics
A1338,Data Analytics Corse,133.0,3360.0,203.78,13.0,9.0,0.068,1654.0,,Hyderabad,Mobile,online data analytic
A1339,Data Analytics Course,135.0,5891.0,245.69,21.0,6.0,0.044,1947.0,,Hyderabad,Mobile,learn data analytics
A1341,Data Analytics Course,100.0,4928.0,186.68,22.0,10.0,0.1,1071.0,2024-11-23,Hyderabad,Mobile,analytics for data
A1342,Data Analytics Course,138.0,4049.0,182.66,20.0,7.0,0.051,1292.0,,Hyderabad,Mobile,online data analytic
A1343,Data Analytics Course,109.0,4114.0,243.33,18.0,6.0,0.044,1456.0,,Hyderabad,Tablet,learn data analytics
A1344,Data Analytics Course,124.0,3947.0,198.11,11.0,4.0,0.032,1308.0,,Hyderabad,Mobile,data analytics course
A1346,Data Analytics Corse,197.0,5365.0,208.86,14.0,4.0,0.031,1106.0,2024-11-01,Hyderabad,Tablet,data anaytics training
A1347,Data Analytics Course,114.0,5213.0,224.65,26.0,4.0,0.035,1218.0,,Hyderabad,Tablet,online data analytic
A1348,Data Analytics Course,117.0,3951.0,212.02,16.0,5.0,0.052,1949.0,2024-11-10,Hyderabad,Desktop,data anaytics training
A1349,Data Analytics Corse,198.0,3405.0,224.9,13.0,10.0,0.051,1631.0,2024-11-14,Hyderabad,Tablet,online data analytic
A1350,Data Analytics Course,160.0,5367.0,208.47,20.0,8.0,0.05,1853.0,,Hyderabad,Tablet,data analytics course
A1351,Data Analytics Course,137.0,3602.0,194.55,23.0,5.0,0.036,1580.0,2024-11-02,Hyderabad,Tablet,data analytics course
A1352,Data Analytics Course,163.0,3917.0,209.01,10.0,3.0,0.018404907975460124,1823.0,2024-11-17,Hyderabad,Tablet,data anaytics training
A1354,Data Analytics Corse,194.0,5019.0,227.67,28.0,7.0,0.036,1019.0,,Hyderabad,Mobile,learn data analytics
A1355,Data Analytics Corse,177.0,3569.0,190.31,13.0,8.0,0.035,1403.0,,Hyderabad,Mobile,online data analytic
A1356,Data Analytics Course,113.0,3420.0,223.48,22.0,10.0,0.058,1138.0,,Hyderabad,Mobile,online data analytic
A1357,Data Analytics Course,133.0,3064.0,221.8,22.0,5.0,0.038,1538.0,2024-11-11,Hyderabad,Mobile,learn data analytics
A1358,Data Analytics Course,118.0,3730.0,207.5,25.0,8.0,0.039,1011.0,2024-11-12,Hyderabad,Mobile,data anaytics training
A1359,Data Analytics Course,109.0,5852.0,235.44,20.0,5.0,0.046,1946.0,,Hyderabad,Desktop,analytics for data
A1360,Data Analytics Course,109.0,4011.0,184.51,13.0,6.0,0.053,1375.0,,Hyderabad,Desktop,data analitics online
A1361,Data Analytics Course,128.0,4636.0,243.83,20.0,10.0,0.059,1941.0,,Hyderabad,Mobile,data anaytics training
A1363,Data Analytics Corse,89.0,5872.0,198.32,14.0,6.0,0.067,1553.0,2024-11-20,Hyderabad,Mobile,online data analytic
A1364,Data Analytics Corse,157.0,5762.0,248.1,26.0,4.0,0.025,1999.0,,Hyderabad,Tablet,data analitics online
A1365,Data Analytics Course,88.0,3396.0,193.79,19.0,5.0,0.057,1860.0,2024-11-18,Hyderabad,Mobile,online data analytic
A1366,Data Analytics Course,130.0,3092.0,211.39,28.0,7.0,0.054,1031.0,,Hyderabad,Tablet,data analytics course
A1367,Data Analytics Course,194.0,4240.0,213.45,18.0,4.0,0.020618556701030927,1890.0,2024-11-23,Hyderabad,Tablet,data analitics online
A1368,Data Analytics Course,180.0,4297.0,200.04,24.0,5.0,0.027777777777777776,1050.0,,Hyderabad,Mobile,data analytics course
A1369,Data Analytics Course,,5518.0,243.83,15.0,10.0,,1862.0,,Hyderabad,Mobile,data analitics online
A1370,Data Analytics Corse,,5039.0,235.44,24.0,7.0,,1839.0,,Hyderabad,Desktop,data analitics online
A1371,Data Analytics Course,,3596.0,210.31,23.0,9.0,,1269.0,,Hyderabad,Tablet,online data analytic
A1372,Data Analytics Course,118.0,4845.0,190.25,11.0,3.0,0.046,1446.0,,Hyderabad,Desktop,analytics for data
A1373,Data Analytics Course,101.0,4883.0,237.89,11.0,6.0,0.0594059405940594,1368.0,2024-11-14,Hyderabad,Desktop,analytics for data
A1374,Data Analytics Corse,120.0,4618.0,200.91,18.0,7.0,0.058,1775.0,2024-11-02,Hyderabad,Tablet,data analitics online
A1375,Data Analytics Course,194.0,3941.0,240.35,27.0,10.0,0.052,1373.0,,Hyderabad,Desktop,data analytics course
A1376,Data Analytics Course,135.0,5096.0,230.32,14.0,4.0,0.03,1478.0,,Hyderabad,Mobile,data anaytics training
A1377,Data Analytics Course,190.0,5537.0,188.98,20.0,4.0,0.021,1989.0,,Hyderabad,Tablet,learn data analytics
A1378,Data Analytics Course,198.0,4208.0,180.06,19.0,8.0,0.04,1462.0,2024-11-08,Hyderabad,Mobile,data anaytics training
A1379,Data Analytics Course,87.0,5358.0,236.57,19.0,5.0,0.057,1141.0,,Hyderabad,Tablet,learn data analytics
A1380,Data Analytics Course,106.0,5583.0,218.81,13.0,3.0,0.028,1049.0,,Hyderabad,Desktop,data analytics course
A1381,Data Analytics Course,169.0,3069.0,227.7,12.0,5.0,0.03,1063.0,,Hyderabad,Mobile,data analytics course
A1382,Data Analytics Course,195.0,3738.0,202.08,18.0,7.0,0.035897435897435895,1647.0,,Hyderabad,Tablet,online data analytic
A1383,Data Analytics Course,161.0,4852.0,235.1,10.0,8.0,0.05,1738.0,2024-11-24,Hyderabad,Desktop,online data analytic
A1384,Data Analytics Course,195.0,5120.0,249.6,26.0,3.0,0.015,1571.0,,Hyderabad,Mobile,data anaytics training
A1385,Data Analytics Course,111.0,3550.0,231.81,10.0,9.0,0.081,1462.0,,Hyderabad,Mobile,data anaytics training
A1386,Data Analytics Course,124.0,5618.0,205.95,25.0,7.0,0.056,1374.0,,Hyderabad,Mobile,data analytics course
A1387,Data Analytics Corse,89.0,4700.0,219.95,28.0,6.0,0.067,1493.0,,Hyderabad,Mobile,data analytics course
A1388,Data Analytics Corse,122.0,5874.0,201.04,10.0,7.0,0.05737704918032787,1352.0,,Hyderabad,Desktop,data analytics course
A1389,Data Analytics Course,177.0,5965.0,199.7,28.0,3.0,0.017,1090.0,2024-11-13,Hyderabad,Mobile,data analitics online
A1390,Data Analytics Corse,163.0,5774.0,221.61,29.0,9.0,0.055,1396.0,,Hyderabad,Desktop,learn data analytics
A1391,Data Analytics Course,124.0,4079.0,189.07,18.0,3.0,0.024,1430.0,,Hyderabad,Desktop,data analytics course
A1392,Data Analytics Corse,105.0,3670.0,218.45,25.0,6.0,0.05714285714285714,1650.0,,Hyderabad,Desktop,online data analytic
A1395,Data Analytics Course,96.0,3761.0,196.45,10.0,5.0,0.035,1518.0,2024-11-30,Hyderabad,Tablet,online data analytic
A1396,Data Analytics Course,135.0,4505.0,214.64,17.0,9.0,0.06666666666666667,1500.0,,Hyderabad,Mobile,online data analytic
A1398,Data Analytics Course,163.0,,206.46,14.0,3.0,0.018404907975460124,1103.0,,Hyderabad,Tablet,learn data analytics
A1400,Data Analytics Course,86.0,3555.0,225.23,11.0,6.0,0.035,1193.0,,Hyderabad,Desktop,data anaytics training
A1401,Data Analytics Course,89.0,3760.0,218.69,21.0,9.0,0.101,1474.0,,Hyderabad,Desktop,learn data analytics
A1402,Data Analytics Corse,118.0,3596.0,236.66,29.0,9.0,0.076,1154.0,,Hyderabad,Tablet,data analytics course
A1403,Data Analytics Course,,3217.0,232.15,21.0,8.0,,1726.0,,Hyderabad,Mobile,data anaytics training
A1404,Data Analytics Course,95.0,5386.0,184.96,23.0,8.0,0.051,1045.0,,Hyderabad,Desktop,online data analytic
A1405,Data Analytics Course,144.0,5381.0,199.43,10.0,10.0,0.069,1085.0,2024-11-09,Hyderabad,Desktop,data anaytics training
A1406,Data Analytics Course,107.0,5536.0,238.75,15.0,3.0,0.034,1822.0,,Hyderabad,Mobile,analytics for data
A1407,Data Analytics Corse,146.0,3165.0,211.09,16.0,7.0,0.048,1706.0,2024-11-08,Hyderabad,Mobile,learn data analytics
A1408,Data Analytics Course,114.0,5217.0,247.94,11.0,10.0,0.088,1876.0,2024-11-18,Hyderabad,Desktop,data analitics online
A1409,Data Analytics Course,162.0,4301.0,223.77,21.0,7.0,0.043,1066.0,,Hyderabad,Mobile,learn data analytics
A1410,Data Analytics Course,95.0,5971.0,214.57,29.0,10.0,0.10526315789473684,1539.0,2024-11-16,Hyderabad,Mobile,analytics for data
A1411,Data Analytics Corse,163.0,5160.0,184.84,19.0,4.0,0.041,1773.0,,Hyderabad,Desktop,data analytics course
A1412,Data Analytics Course,148.0,5947.0,212.38,12.0,4.0,0.02702702702702703,1294.0,,Hyderabad,Mobile,online data analytic
A1413,Data Analytics Course,156.0,4150.0,223.17,20.0,10.0,0.064,1940.0,,Hyderabad,Tablet,learn data analytics
A1415,Data Analytics Course,124.0,5956.0,201.44,12.0,9.0,0.073,1598.0,2024-11-24,Hyderabad,Tablet,data analitics online
A1417,Data Analytics Course,140.0,3822.0,241.68,30.0,10.0,0.057,1138.0,,Hyderabad,Tablet,data analytics course
A1418,Data Analytics Corse,81.0,3147.0,232.2,30.0,9.0,0.111,1066.0,2024-11-29,Hyderabad,Mobile,data analytics course
A1419,Data Analytics Course,165.0,4613.0,246.72,19.0,3.0,0.018,1055.0,,Hyderabad,Tablet,data anaytics training
A1420,Data Analytics Course,193.0,4919.0,247.24,19.0,4.0,0.021,1933.0,,Hyderabad,Desktop,data analitics online
A1421,Data Analytics Course,149.0,5205.0,218.42,20.0,4.0,0.026845637583892617,1070.0,,Hyderabad,Mobile,online data analytic
A1422,Data Analytics Corse,81.0,3497.0,226.66,11.0,6.0,0.074,1047.0,2024-11-19,Hyderabad,Mobile,data analitics online
A1423,Data Analytics Course,153.0,4057.0,197.54,23.0,5.0,0.032679738562091505,1926.0,,Hyderabad,Tablet,data analitics online
A1424,Data Analytics Course,127.0,5018.0,194.25,17.0,8.0,0.06299212598425197,1350.0,2024-11-21,Hyderabad,Mobile,data analitics online
A1425,Data Analytics Course,99.0,4012.0,220.76,14.0,4.0,0.04,1698.0,,Hyderabad,Tablet,data anaytics training
A1426,Data Analytics Course,104.0,3013.0,204.07,12.0,3.0,0.058,1016.0,,Hyderabad,Mobile,learn data analytics
A1427,Data Analytics Course,118.0,3824.0,184.8,16.0,5.0,0.042,1818.0,2024-11-19,Hyderabad,Desktop,learn data analytics
A1428,Data Analytics Course,148.0,5000.0,224.41,11.0,3.0,0.02027027027027027,1491.0,,Hyderabad,Mobile,online data analytic
A1429,Data Analytics Corse,88.0,3804.0,249.2,10.0,8.0,0.038,1044.0,,Hyderabad,Tablet,data anaytics training
A1430,Data Analytics Course,142.0,3791.0,207.86,23.0,4.0,0.028,1073.0,2024-11-20,Hyderabad,Tablet,data analitics online
A1431,Data Analytics Corse,127.0,5198.0,242.56,26.0,6.0,0.047,1872.0,2024-11-16,Hyderabad,Tablet,learn data analytics
A1432,Data Analytics Course,117.0,5329.0,212.49,14.0,5.0,0.042735042735042736,1888.0,,Hyderabad,Mobile,data analytics course
A1433,Data Analytics Course,125.0,5435.0,202.65,25.0,5.0,0.04,1767.0,2024-11-23,Hyderabad,Desktop,online data analytic
A1434,Data Analytics Corse,92.0,4977.0,209.78,26.0,3.0,0.03260869565217391,1834.0,,Hyderabad,Tablet,learn data analytics
A1435,Data Analytics Course,112.0,3850.0,233.52,14.0,8.0,0.033,1760.0,2024-11-22,Hyderabad,Desktop,data analytics course
A1436,Data Analytics Course,144.0,5976.0,197.65,13.0,9.0,0.062,1743.0,,Hyderabad,Mobile,data analytics course
A1437,Data Analytics Course,103.0,4693.0,218.67,14.0,10.0,0.0970873786407767,1390.0,,Hyderabad,Mobile,learn data analytics
A1438,Data Analytics Course,117.0,4367.0,233.27,24.0,3.0,0.02564102564102564,1238.0,2024-11-24,Hyderabad,Tablet,learn data analytics
A1439,Data Analytics Corse,100.0,5481.0,180.72,14.0,7.0,0.07,1185.0,2024-11-02,Hyderabad,Desktop,analytics for data
A1440,Data Analytics Course,179.0,4109.0,191.84,19.0,4.0,0.022,1961.0,,Hyderabad,Tablet,online data analytic
A1441,Data Analytics Course,180.0,3887.0,186.26,18.0,6.0,0.033,1048.0,,Hyderabad,Desktop,data analytics course
